x,y,label
5.585237373748507,-4.794868701166052,C
-5.0195752677023355,3.434121443139315,A
-7.904959866892547,3.652559125701152,A
0.03748802701681253,5.9775096000147565,B
5.0112894340875505,-4.522206180823035,C
5.216151582225241,-5.329963982420278,C
-0.8822678723132585,7.600851499827227,B
4.69635712537919,-5.645425956766199,C
-1.462990700348187,8.344962884979248,B
-5.37217557299428,2.0623646367492583,A
5.6284606607771925,-2.444070527717862,C
-7.029279292403895,2.6681609075303925,A
-6.489814874663033,1.5259765595300965,A
5.434186685858791,-4.429033911748826,C
-1.633331451824887,5.620064704311385,B
-7.579042732344923,3.8651613735688803,A
5.198871960316093,-5.685209432556292,C
-2.5110457574589216,7.495151306731135,B
-5.3286021974907625,0.996365343752331,A
4.83347627885324,-4.44826581784454,C
-0.11905939772043794,5.954283390433121,B
5.387370358390111,-5.741712076621512,C
-1.7359288113363922,5.332735074082604,B
0.1375520289952148,5.684710800763958,B
-5.529978229228451,1.4801465888914458,A
-6.242219306384829,1.891572497233218,A
5.9615343580465145,-3.9755557033039217,C
-0.9046925347279466,5.509096714651816,B
4.89526411528781,-4.78863043110551,C
4.886492205746325,-6.774265515324754,C
-5.3058937007373155,2.320083845948963,A
3.8754659588379425,-4.458246321074439,C
-5.475507704743389,3.120805094506494,A
-5.488954988040698,0.6236764304050231,A
5.629078114313687,-4.424305877908929,C
-0.4243972637497959,7.804972455047077,B
0.32729752589809347,5.602520099427618,B
-6.352719532601153,3.5011446083677877,A
-1.4409176325544695,5.243752275057921,B
5.321148700783061,-4.511361635716456,C
-5.815590660222916,2.406662395518497,A
-1.5999539279270851,5.602410551208281,B
-6.567451220622146,2.7796130744106096,A
-6.373543858523405,2.260000009130903,A
-6.620376095558428,3.1913392267157024,A
-5.930054997418257,2.593402050091087,A
7.674701569107851,-6.0375575956781775,C
-7.571584273922998,2.3412572208477234,A
5.064658898655805,-4.569745740993818,C
4.5720473152024566,-4.854786378216778,C
-0.8591915306686584,6.529947048040758,B
-6.153914620307725,0.19949046661123182,A
-0.24945224961195833,6.66272960690284,B
-6.122539357096443,2.8370196301238417,A
3.8647378548321347,-4.276487109973143,C
-5.065259422561841,2.0106259052805924,A
-0.21272200412185005,3.9673678767528253,B
5.671665024768354,-3.934996215922523,C
-6.4180430468030005,1.8244687727996207,A
0.6049525817521901,5.373821247525984,B
-8.254876634542264,4.372422188262213,A
-5.540835165883859,2.628669769569712,A
-1.2219406339723162,6.260948652138751,B
-1.5641301494357251,4.984509480601012,B
-5.353017065874312,2.360228368969972,A
6.967736424602028,-3.656522776820359,C
-6.717853441609009,2.297555912427253,A
5.861241002055975,-4.790919165447529,C
-5.685322879672404,3.805656933222783,A
-6.330747900666212,3.331332914869511,A
7.169064226958916,-3.1204161232795316,C
-4.0459191038286,2.564448855055466,A
-6.1334690557380815,0.36719782010660795,A
-5.494056907299773,0.6251481942064405,A
-7.365134734089125,1.8503124476493884,A
-8.293231241515084,2.10867298036339,A
-5.976189615951796,2.995614331753379,A
6.01395117365588,-3.5982899932093853,C
5.175049449512731,-3.429292922211303,C
-0.49626061893351336,5.031650195838696,B
6.2571020548092475,-4.348068012794773,C
6.152040475534067,-5.701241156151348,C
-1.4837805853250368,7.639349843856731,B
4.068624053989455,-3.746259680130683,C
-5.806046435615506,2.4274233089920423,A
6.36412745906429,-5.737591365195028,C
-7.642727405887801,1.5455948054947664,A
-1.0519809860378384,5.210426736410476,B
5.52820695274497,-5.86748698099802,C
-5.942648450551259,1.289516311545685,A
-0.7183987689027467,6.418284073640208,B
-5.921818792673607,1.5450186363569385,A
-6.648934995997651,2.143159127830557,A
-5.217132647313032,3.430313003389946,A
-6.852494988871488,2.878433025137554,A
-0.8896062223848905,4.437108195889096,B
6.355205005224759,-4.537866437191839,C
-1.1140498526317957,6.141608859377617,B
6.378730727590311,-4.650962189032181,C
7.272142970830775,-5.088947701997043,C
6.687229898900211,-4.109346631312777,C
-0.3210023525143447,5.64592537440907,B
6.0495174630715445,-4.0326683635532685,C
5.698628179325159,-4.911237800784425,C
-1.5220913471346982,7.631704994290675,B
-0.956863897514503,5.164592157368605,B
3.524535676206022,-5.550903111364084,C
-5.467048768420553,1.5918291491415224,A
6.984096323215144,-4.8345733082829225,C
-5.353483759062113,4.335709888392838,A
-6.0299277183908595,2.2191564389141614,A
5.035625921964814,-6.070327451170337,C
5.430817050158555,-3.7502713979260047,C
5.9222557242612694,-4.925297319958724,C
-1.7311979641405193,6.094846130052983,B
-1.4025443567043625,4.966702651494667,B
-1.0680585004731118,6.690684403618549,B
-0.9809111515407121,6.272830018549209,B
6.318421083918968,-4.7147074716240756,C
-5.6038726863595585,3.987834225422195,A
-4.851459438242017,1.9728701360907377,A
5.382317037231432,-4.216621375995015,C
1.2360132030179427,7.092426550464591,B
-0.0635011138584789,6.098543122697316,B
5.103683157162907,-4.961426966766038,C
-6.584115835954344,1.0163806873586159,A
-5.402242256669743,3.4270952627065343,A
-5.46538276695998,2.965683388690447,A
-5.327936279426012,4.83313593625967,A
-2.987582850452676,5.6127368665339405,B
-2.0524835283305243,5.36516089239617,B
-5.673468066174559,3.2387702874615893,A
0.665314207419472,6.495136357412999,B
-1.1823606809004057,5.422730990349092,B
4.448563096750105,-4.129088069673202,C
5.8889462190790445,-4.849640138293713,C
-1.073842837871716,6.68998950351849,B
5.59929526407447,-3.498034200567946,C
6.437082374826207,-4.034003180957921,C
5.399344311755393,-5.029458133704441,C
4.9153878336094845,-3.9481858083651744,C
