x,y,label
0.3947932487160613,0.27183543123464643,B
-0.27179908383688456,0.4099969408463171,B
-0.952128587518135,0.09283573128358696,A
0.3883061516907685,0.25294339795045384,B
0.1408983286433427,-1.0451850082775047,A
0.4681959443078544,-0.4335145412667169,B
0.01658074032178631,-0.4822289363598401,B
0.36840750192580407,0.24653388459636028,B
-0.5101971946127745,0.02145042106907758,B
-1.0961257036799408,-0.014501814378345843,A
0.3398191626672059,-0.4399349803659739,B
0.048616397502073555,-1.0172532872617648,A
-0.9323736475765662,0.3260138029760076,A
-0.27760361994244487,-0.9691472377203169,A
-0.4337832950092806,0.025402358982888285,B
0.9800389646242278,0.33174650248347,A
0.45040911753177015,-0.21666854829633234,B
0.9878084722896191,-0.19411028392998575,A
0.6437078640829661,-0.8801642401339109,A
-0.9592413372428366,-0.20983767371463521,A
-0.3294682882818175,-0.8827681794485543,A
0.5037935710979345,-0.8304846023553244,A
-0.9319002494643391,0.30487330858170114,A
0.9347283035356289,0.333757352402996,A
0.630500556117118,0.7668971223997799,A
0.5632160560432914,0.1153219625196629,B
-0.49331487470775665,0.23319823380875376,B
-0.04915646362182796,-0.9993681635875797,A
-0.3365521375947896,0.4776600541638362,B
-0.4878411966023211,-0.21120226541723472,B
-0.1439109278299638,-0.9791313155263879,A
0.6840596287762193,-0.7901887528649945,A
-0.5164965191236607,-0.04741902377511435,B
-0.49454905698308455,0.2166293807226788,B
0.4741618777636539,0.8745174526166402,A
0.8151395327715808,-0.6566989296367549,A
-0.5206997080241939,-0.1505310377322941,B
-0.143196433896607,-0.460323405492637,B
-0.11255314810908654,-0.4567262429214815,B
-0.09338726998065333,0.8840128266133682,A
0.313842393243689,0.9428436294048366,A
-0.7615872823581779,-0.6652140177007042,A
0.5275423389366687,0.06305573143595411,B
-0.7107825581286088,-0.6856010492282162,A
0.9859361539136501,-0.054561080897260375,A
-0.1451828942876719,0.37203416930269906,B
-0.817045550377497,0.5026489951647728,A
-0.5727480978278253,0.1283471784681012,B
0.434614538509201,0.17010670533690256,B
0.40957257293633903,-0.10708935060232319,B
-0.27081764202797864,-0.42631675908976524,B
-1.0611811066471306,0.22167514106502592,A
0.37808075754681997,0.9415352810390724,A
-0.6127470698773103,-0.04855673109226948,B
0.0697391409035363,0.46254081604022934,B
-0.7439654206527887,-0.6554213171574902,A
0.031672237916610925,0.5363174476282341,B
-0.6737026256504748,-0.8135981345247285,A
0.3651394617933046,0.4071984662069189,B
-0.5540253487986747,-0.8755772360332851,A
1.028509795166636,-0.13363897117158663,A
0.3756104416958755,-0.31527453495607394,B
-0.6160433363892719,0.7935632373978051,A
0.1610299645104874,-0.48584738262750365,B
0.2517414720005753,-0.4243182452858482,B
